first_surname,second_surname,name,team,race_time,gender,distance,style,category,date,event_time,Piscina Corta
estevez,terroba,leire,C.N. San Fernando,00:01:21.300000,fem,100,libre,alevin,2023-04-15,16:16:00,True
rodriguez,reyes,jimena,C.N.La Salle-Melilla,00:01:21.640000,fem,100,libre,alevin,2023-04-15,16:16:00,True
ballesteros,rivera,norah,C.N. Los Barrios,00:01:21.690000,fem,100,libre,alevin,2023-04-15,16:16:00,True
alba,peña,lucia,Dkv Club Natacion Jerez,00:01:22.960000,fem,100,libre,alevin,2023-04-15,16:16:00,True
verdejo,jaen,elena,C.N. Los Barrios,00:01:23.050000,fem,100,libre,alevin,2023-04-15,16:16:00,True
lozano,pérez,julia,C.N. Cadiz,00:01:25.050000,fem,100,libre,alevin,2023-04-15,16:16:00,True
caceres,valdivia,mencia,C.N. San Roque,00:01:25.770000,fem,100,libre,alevin,2023-04-15,16:16:00,True
zarco,terradillos,alejandra,C.N.La Salle-Melilla,00:01:28.210000,fem,100,libre,alevin,2023-04-15,16:16:00,True
ahmed,abdeslam,tayra,Club Nat. Melilla,00:01:28.740000,fem,100,libre,alevin,2023-04-15,16:16:00,True
antúnez,ruiz,elena,C.N. Los Barrios,00:01:29.610000,fem,100,libre,alevin,2023-04-15,16:16:00,True
cardenas,isabella,eva,C.N.Bahia De Cadiz,00:02:25.820000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
marin,montes,de,C.D.N.Ciudad De Algeciras,00:02:31.020000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
de,diego,moreno,C.N.San Fernando,00:02:35.320000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
hebrero,lerma,ines,C.N.Cadiz,00:02:38.330000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
corbacho,santamarta,sandra,C.KronosNatación Mijas,00:02:40.640000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
montero,navas,rosa,ClubDeportivo Waterpolo Jerez,00:02:47.370000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
quirós,calderón,daniela,C.D.N.Sanlucar,00:02:54.180000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
ferrero,arevalo,julieta,C.N.Estepona,00:02:55.330000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
canto,sanchez,marta,C.N.Los Barrios,00:03:00.980000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
candón,rodríguez,adriana,C.N.Puerto Real,00:03:09.400000,fem,200,estilos,absoluto,2023-04-15,16:53:00,True
ruiz,navarro,javier,C.D.N.Ciudad De Algeciras,00:02:13.030000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
ramos,nechita,daniel,C.N.Los Barrios,00:02:14.110000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
andrades,noval,miguel,C.N.Bahia De Cadiz,00:02:17.080000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
marina,varela,manuel,C.N.Cadiz,00:02:24.110000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
lópez,galán,alejandro,C.N.Caballa - Ciudad De Ceuta,00:02:28.140000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
heredia,robles,antonio,C.N.Puerto Real,00:02:29.050000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
dormido,caballero,nicolas,ClubDeportivo Waterpolo Jerez,00:02:30.960000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
pelaez,manzano,victor,C.N.San Fernando,00:02:34.240000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
jarillo,pineda,alejandro,C.N.San Roque,00:02:36.050000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
ledesma,,gabriel,C.N.Estepona,00:02:38.740000,masc,200,espalda,absoluto,2023-04-15,11:49:00,True
gutierrez,garcia,paula,C.N.Los Barrios,00:01:10.850000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
sanchez,serrano,paola,C.D.N.Sanlucar,00:01:13.370000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
maldonado,escalona,maria,C.N.Los Barrios,00:01:13.570000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
cruz,valero,maria,C.N.San Fernando,00:01:14.140000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
burrueco,reyero,rebeca,C.N.San Roque,00:01:14.610000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
moreno,montero,elena,C.N.San Fernando,00:01:15.410000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
torres,navas,blanca,C.N.Dos Hermanas,00:01:16.060000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
moreno,bedoya,maria,C.N.Portuense,00:01:16.800000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
martínez,molina,ana,C.N.Puerto Real,00:01:18.380000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
marín,domínguez,noelia,C.N.Portuense,00:01:20.740000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
sanz,muñoz,mirian,C.D.N.Ciudad De Algeciras,00:01:21.070000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
benabdelovahab,bentaovet,din1a0,C.N.Dos Hermanas,00:01:22.190000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
aguilera,mallado,fatima,C.N.Union Rinconada,00:01:23.380000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
andria,romero,paola,C.N.Bahia De Cadiz,00:01:23.520000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
herrera,gallardo,carla,C.N.Portuense,00:01:24.510000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
calvo,benitez,claudia,C.D.N.Sanlucar,00:01:24.600000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
gonzalez,macias,diana,C.N.Bahia De Cadiz,00:01:25.770000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
gallardo,salguero,blanca,C.N.Puerto Real,00:01:26.920000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
godoy,pilar,08,C.N.Estepona,00:01:27.290000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
guisado,ferrari,noah,C.N.Cadiz,00:01:27.870000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
diaz,ocaña,marta,C.D.N.Ciudad De Algeciras,00:01:28.840000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
luque,garcia,angela,C.N.San Roque,00:01:29.210000,fem,100,espalda,infantil,2023-05-27,13:08:00,True
moron,maña,jose,Fusion Colombino-Lepe,00:00:30.360000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
sanchez,abadía,mario,C.N. Dos Hermanas,00:00:32.370000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
barrera,traverso,pablo,Circulo Mercantil,00:00:33.210000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
fernandez,santana,juan,C.N. Mairena Aljarafe,00:00:34.420000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
perez,calbo,tomás,Circulo Mercantil,00:00:34.780000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
ramirez,ortiz,gonzalo,C.N. Dos Hermanas,00:00:36.630000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
llamas,palacios,daniel,Dkv Club Natacion Jerez,00:00:36.720000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
hoya,montero,raul,C.N. Union Rinconada,00:00:36.870000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
rubio,colorado,tristán,C.N. Dos Hermanas,00:00:39.720000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
farauste,camacho,uriel,C.N. Huelva,00:00:40.480000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
castillo,sanchez,david,G.N. Sevilla ,00:00:41.260000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
hernández,gómez,tayron,C.N. Puerto Real,00:00:43.070000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
baena,orozco,emilio,C.N. Cadiz,00:00:46.950000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
monge,ferruz,sergio,C.N. Cadiz,00:00:48.080000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
alcántara,aznar,lucas,C.N. Bahia De Cadiz,00:00:49.350000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
rodriguez,lozano,javier,C.N. Cadiz,00:00:49.370000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
figueiras,ordoñez,pablo,C.N. Bahia De Cadiz,00:00:51.160000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
andreu,perez-rubio,juan,C.N. Bahia De Cadiz,00:00:58.630000,masc,50,espalda,alevin,2023-04-01,12:36:00,False
robles,carreño,maria,C.N. Dos Hermanas,00:01:20.260000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
carrión,gomez,sarah,C.N. Dos Hermanas,00:01:20.860000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
estrada,chávez,natalia,C.N. Puerto Real,00:01:27.740000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
lópez,montaño,maría,C.D.N. Sanlucar,00:01:29.020000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
ballesteros,rivera,norah,C.N. Los Barrios,00:01:32.060000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
valero,ramirez,gema,C.N. Alcala,00:01:36.560000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
rubiño,rubio,jimena,C.N. Alcala,00:01:39.540000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
lozano,pérez,julia,C.N. Cadiz,00:01:40.440000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
monge,aixela,valeria,C.D.N. Ciudad De Algeciras,00:01:43.850000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
jimenez,martinez,claudia,C.N. San Fernando,00:01:45.990000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
reyes,garcía,álex,Dkv Club Natacion Jerez,00:01:46.610000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
pastrana,uribe,julia,C.N. Portuense,00:01:48.110000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
caro,vega,marta,C.N. Portuense,00:01:49.070000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
estevez,terroba,leire,C.N. San Fernando,00:01:49.220000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
buzon,serrano,genoveva,C.D.N. Sanlucar,00:01:50.990000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
garcía,villalba,cayetana,C.N. Caballa - Ciudad De Ceuta,00:01:53.220000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
menjibar,fandiño,carolina,C.N. Bahia De Cadiz,00:01:56.340000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
suarez,pajares,ana,C.N. Portuense,00:01:58.560000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
minaya,coello,elena,C.D.N. Ciudad De Algeciras,00:02:00.530000,fem,100,mariposa,alevin,2023-05-27,11:04:00,True
gallego,guerrero,pablo,C.D.N.Ciudad De Algeciras,00:01:15.800000,masc,100,braza,alevin,2023-04-15,16:58:00,True
sanchez,garcia,alejandro,C.N.San Fernando,00:01:17.310000,masc,100,braza,alevin,2023-04-15,16:58:00,True
garcia,carrasco,guillermo,C.N.Estepona,00:01:20.140000,masc,100,braza,alevin,2023-04-15,16:58:00,True
eraso,granado,mario,C.N.Bahia De Cadiz,00:01:20.730000,masc,100,braza,alevin,2023-04-15,16:58:00,True
labrador,martin,ivan,C.N.San Roque,00:01:21.030000,masc,100,braza,alevin,2023-04-15,16:58:00,True
vela,bahamonde,eric,C.N.Bahia De Cadiz,00:01:25.930000,masc,100,braza,alevin,2023-04-15,16:58:00,True
gil,de,miguel,C.N.Los Barrios,00:01:28.560000,masc,100,braza,alevin,2023-04-15,16:58:00,True
veremchut,vasilii,09,ClubDeportivo Waterpolo Jerez,00:01:28.770000,masc,100,braza,alevin,2023-04-15,16:58:00,True
oliva,flores,marcos,C.N.Estepona,00:01:29.030000,masc,100,braza,alevin,2023-04-15,16:58:00,True
roman,muñoz,jose,C.N.LaSalle-Melilla,00:01:29.210000,masc,100,braza,alevin,2023-04-15,16:58:00,True
vidal,vidal,manuel,C.D.N.Sanlucar,00:01:31.940000,masc,100,braza,alevin,2023-04-15,16:58:00,True
riquelme,croizer,elian,C.KronosNatación Mijas,00:01:32.800000,masc,100,braza,alevin,2023-04-15,16:58:00,True
muñoz,rodriguez,rodrigo,DkvClub Natacion Jerez,00:01:33.290000,masc,100,braza,alevin,2023-04-15,16:58:00,True
prats,silva,daniel,C.D.N.Sanlucar,00:01:34.090000,masc,100,braza,alevin,2023-04-15,16:58:00,True
moncayo,viruel,rodrigo,C.N.Caballa - Ciudad De Ceuta,00:01:36.680000,masc,100,braza,alevin,2023-04-15,16:58:00,True
jiménez,rubio,juan,C.N.Los Barrios,00:01:36.860000,masc,100,braza,alevin,2023-04-15,16:58:00,True
gallego,gomez,miguel,C.N.San Roque,00:01:37.340000,masc,100,braza,alevin,2023-04-15,16:58:00,True
matres,casado,mario,C.N.Caballa - Ciudad De Ceuta,00:01:40.020000,masc,100,braza,alevin,2023-04-15,16:58:00,True
delaunay,morgan,10,C.N.Los Barrios,00:01:41.120000,masc,100,braza,alevin,2023-04-15,16:58:00,True
sousa,granja,ricardo,ClubNat. Melilla,00:01:41.310000,masc,100,braza,alevin,2023-04-15,16:58:00,True
nuñez,gonçalves,gonzalo,C.KronosNatación Mijas,00:01:42.690000,masc,100,braza,alevin,2023-04-15,16:58:00,True
palmero,espinosa,jose,ClubDeportivo Waterpolo Jerez,00:01:43.820000,masc,100,braza,alevin,2023-04-15,16:58:00,True
belinchon,matos,angel,C.N.Los Barrios,00:02:13.200000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
pavon,soto,joaquin,C.N.Bahia De Cadiz,00:02:15.900000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
delgado,rios,sergio,C.D.N.Ciudad De Algeciras,00:02:20.510000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
serrato,mena,hugo,C.KronosNatación Mijas,00:02:27.510000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
casado,jurado,angel,C.D.N.Sanlucar,00:02:28.260000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
ruiz,estero,pablo,ClubDeportivo Waterpolo Jerez,00:02:32.050000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
espinosa,carrasco,guillermo,C.N.San Fernando,00:02:32.930000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
lomas,vela,angel,C.N.Cadiz,00:02:58.760000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
ortigosa,varo,alejandro,C.N.Los Barrios,00:03:09.350000,masc,200,mariposa,absoluto,2023-04-15,16:00:00,True
de,diego,moreno,C.N.San Fernando,00:02:21.780000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
ponce,galea,natalia,C.N.San Fernando,00:02:23.230000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
garrido,zaypseva,alexandra,C.N.Dos Hermanas,00:02:24.440000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
zapata,villabrille,paula,C.N.San Roque,00:02:25.470000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
olmedo,díaz,ana,C.N.Puerto Real,00:02:26.970000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
quirós,calderón,daniela,C.D.N.Sanlucar,00:02:27.820000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
carrasco,torres,lucía,C.N.Puerto Real,00:02:34.250000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
martin,helguera,maria,C.N.Bahia De Cadiz,00:02:34.570000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
montes,elena,07,C.N.Estepona,00:02:34.700000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
gil,barrios,alejandra,C.N.Portuense,00:02:35.530000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
lozano,mandesis,irene,C.N.Los Barrios,00:02:35.660000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
andria,romero,paola,C.N.Bahia De Cadiz,00:02:35.750000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
chamorro,benavente,belen,DkvClub Natacion Jerez,00:02:36.280000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
panal,mateos,victoria,C.N.Ubrique,00:02:41.560000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
becerra,cantero,elena,C.N.Los Barrios,00:02:42.200000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
marín,domínguez,noelia,C.N.Portuense,00:02:42.930000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
utrera,garcia,maria,C.N.Cadiz,00:02:45.650000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
gomez,fernandez,de,C.N.Union Rinconada,00:02:47,fem,200,libre,absoluto,2023-05-27,12:15:00,True
casado,fernández,pilar,C.N.Alcala,00:02:49.070000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
montero,entrena,alejandra,C.N.Union Rinconada,00:02:56.720000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
ali,marquez,maryam,C.D.N.Ciudad De Algeciras,00:03:09.250000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
ríos,pinilla,alejandra,C.N.Caballa - Ciudad De Ceuta,00:03:12.910000,fem,200,libre,absoluto,2023-05-27,12:15:00,True
rodriguez,barranquero,jorge,C.KronosNatación Mijas,00:01:56.820000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
pavon,soto,joaquin,C.N.Bahia De Cadiz,00:02:01.910000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
robles,romero,javier,C.D.N.Sanlucar,00:02:07.940000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
dormido,caballero,nicolas,ClubDeportivo Waterpolo Jerez,00:02:08.900000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
cortabitarte,rodriguez,daniel,C.N.Cadiz,00:02:09.470000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
sanz,muñoz,fabian,C.D.N.Ciudad De Algeciras,00:02:09.620000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
mimun,mohand,ibrahim,ClubNat. Melilla,00:02:13.640000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
heredia,robles,antonio,C.N.Puerto Real,00:02:18.460000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
moreno,rodriguez,pablo,C.N.Los Barrios,00:02:19.850000,masc,200,libre,absoluto,2023-04-15,10:04:00,True
morales,garcia,julia,C.D.N.Sanlucar,00:01:54.300000,fem,100,espalda,benjamin,2023-03-25,11:50:00,True
lópez,aldea,carmen,C.D.N.Sanlucar,00:01:58.570000,fem,100,espalda,benjamin,2023-03-25,11:50:00,True
odero,lazaro,martina,C.D.N.Sanlucar,00:01:59.040000,fem,100,espalda,benjamin,2023-03-25,11:50:00,True
mendez,sarria,emma,C.N.Los Barrios,00:02:03.940000,fem,100,espalda,benjamin,2023-03-25,11:50:00,True
fernandez,mera,julia,DkvClub Natacion Jerez,00:02:05.360000,fem,100,espalda,benjamin,2023-03-25,11:50:00,True
barrios,puigdengolas,amalia,DkvClub Natacion Jerez,00:02:21.640000,fem,100,espalda,benjamin,2023-03-25,11:50:00,True
rodriguez,ramos,alvaro,C.N.San Fernando,00:01:05.320000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
sanchez,abadía,mario,C.N.Dos Hermanas,00:01:07.150000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
lópez,galán,alejandro,C.N.Caballa - Ciudad De Ceuta,00:01:07.570000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
jimenez,romay,victor,C.N.Portuense,00:01:11.710000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
pelaez,manzano,victor,C.N.San Fernando,00:01:11.980000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
alabarce,manrique,ismael,C.N.Los Barrios,00:01:15.300000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
rodriguez,lopez,david,C.D.N.Sanlucar,00:01:16.020000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
barrientos,durbán,javier,C.N.Portuense,00:01:17.260000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
gilabert,ramírez,rafael,C.N.Portuense,00:01:20.110000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
lopez,gomez,pablo,C.N.Alcala,00:01:21.290000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
perez,mora,miguel,C.N.Cadiz,00:01:22.760000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
ramirez,ortiz,gonzalo,C.N.Dos Hermanas,00:01:22.780000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
moncayo,viruel,rodrigo,C.N.Caballa - Ciudad De Ceuta,00:01:23.250000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
caro,salva,alejandro,C.N.Portuense,00:01:24.950000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
rodriguez,muriel,jose,C.D.N.Ciudad De Algeciras,00:01:25.510000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
rivero,benitez,adrian,C.N.Ubrique,00:01:26,masc,100,espalda,alevin,2023-05-27,12:33:00,True
fuentes,diaz,daniel,DkvClub Natacion Jerez,00:01:26.980000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
romero,perez,gonzalo,C.N.Puerto Real,00:01:27.030000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
hickey,ayuso,patrick,C.N.Alcala,00:01:29.700000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
fernandez,escarcena,hugo,C.D.N.Ciudad De Algeciras,00:01:32.760000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
jiménez,rubio,juan,C.N.Los Barrios,00:01:33.910000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
rivas,royo,juan,C.N.San Roque,00:01:35.100000,masc,100,espalda,alevin,2023-05-27,12:33:00,True
dominguez,castillo,aitana,C.D.N.Ciudad De Algeciras,00:01:20.680000,fem,100,braza,infantil,2023-04-15,17:18:00,True
gallardo,bravo,lara,C.N.Caballa - Ciudad De Ceuta,00:01:21.430000,fem,100,braza,infantil,2023-04-15,17:18:00,True
vuorre,nelma,09,C.KronosNatación Mijas,00:01:23.940000,fem,100,braza,infantil,2023-04-15,17:18:00,True
moreno,bustos,maria,C.D.N.Ciudad De Algeciras,00:01:24.870000,fem,100,braza,infantil,2023-04-15,17:18:00,True
sanchez,serrano,paola,C.D.N.Sanlucar,00:01:25,fem,100,braza,infantil,2023-04-15,17:18:00,True
corrales,lopez,esther,C.N.Los Barrios,00:01:26.030000,fem,100,braza,infantil,2023-04-15,17:18:00,True
perez,pato,lucia,C.N.Estepona,00:01:26.210000,fem,100,braza,infantil,2023-04-15,17:18:00,True
martin,schmidt,nadya,C.N.Los Barrios,00:01:26.280000,fem,100,braza,infantil,2023-04-15,17:18:00,True
de,diego,moreno,C.N.San Fernando,00:01:27.670000,fem,100,braza,infantil,2023-04-15,17:18:00,True
cañero,gonzalez,carlota,C.N.Bahia De Cadiz,00:01:29.160000,fem,100,braza,infantil,2023-04-15,17:18:00,True
sanchez,ramos,irene,C.N.San Fernando,00:01:30.970000,fem,100,braza,infantil,2023-04-15,17:18:00,True
alcazar,yudakova,aleksandra,C.KronosNatación Mijas,00:01:31.030000,fem,100,braza,infantil,2023-04-15,17:18:00,True
romero,adame,sandra,C.N.Estepona,00:01:31.130000,fem,100,braza,infantil,2023-04-15,17:18:00,True
cañero,gonzalez,berta,C.N.Bahia De Cadiz,00:01:31.430000,fem,100,braza,infantil,2023-04-15,17:18:00,True
carrasco,torres,lucía,C.N.Puerto Real,00:01:33,fem,100,braza,infantil,2023-04-15,17:18:00,True
martin,martin,aitana,C.N.Los Barrios,00:01:35.470000,fem,100,braza,infantil,2023-04-15,17:18:00,True
vázquez,ossorio,elena,C.N.Los Barrios,00:01:37.950000,fem,100,braza,infantil,2023-04-15,17:18:00,True
mancebo,sanchez,paula,C.N.Los Barrios,00:01:38.450000,fem,100,braza,infantil,2023-04-15,17:18:00,True
potous,palomo,sophie,C.N.LaSalle-Melilla,00:01:38.620000,fem,100,braza,infantil,2023-04-15,17:18:00,True
guisado,ferrari,noah,C.N.Cadiz,00:01:41.050000,fem,100,braza,infantil,2023-04-15,17:18:00,True
becerra,cantero,elena,C.N.Los Barrios,00:01:42.750000,fem,100,braza,infantil,2023-04-15,17:18:00,True
gallego,millan,martina,DkvClub Natacion Jerez,00:01:46.710000,fem,100,braza,infantil,2023-04-15,17:18:00,True
mohamed,abdeselam,mariam,C.N.Caballa - Ciudad De Ceuta,00:01:43.130000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
morillo,machuca,valeria,C.N.Bahia De Cadiz,00:01:43.960000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
ayud,garcia,helena,C.N.Portuense,00:01:52.720000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
jiménez,barbero,maría,C.D.N.Ciudad De Algeciras,00:02:00.150000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
alcedo,prieto,adriana,C.N.Puerto Real,00:02:01.030000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
monreal,becerra,ana,DkvClub Natacion Jerez,00:02:11.990000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
lázaro,garcía,carmen,C.N.Caballa - Ciudad De Ceuta,00:02:13.830000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
medialdea,romero,beatriz,C.D.N.Ciudad De Algeciras,00:02:17.600000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
garcía,ortiz,india,C.N.Cadiz,00:02:34.740000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
aguilera,capell,abril,C.N.Cadiz,00:02:51.710000,fem,100,libre,benjamin,2023-01-14,11:06:00,True
ruz,alcaide,virginia,Dkv Club Natacion Jerez,00:00:35.340000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
carrión,gomez,sarah,C.N. Dos Hermanas,00:00:35.860000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
probert,rey,rebeca,Circulo Mercantil,00:00:36.620000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
cidoncha,alfonso,lourdes,Fusion Colombino-Lepe,00:00:36.690000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
rodriguez,ruz,elsa,C.N. Huelva,00:00:38.650000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
piñero,herrera,mara,Circulo Mercantil,00:00:38.810000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
rodríguez,suárez,daniela,C.N. Dos Hermanas,00:00:39.370000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
orube,santos,ana,Fusion Colombino-Lepe,00:00:39.880000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
sánchez,pérez,abril,C.N. Dos Hermanas,00:00:41.520000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
román,lisalova,nikita,C.N. Dos Hermanas,00:00:41.880000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
peña,navarro,jimena,C.N. Cadiz,00:00:42.260000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
menjibar,fandiño,carolina,C.N. Bahia De Cadiz,00:00:43.230000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
ávila,mesa,celia,C.N. Carmona,00:00:47.960000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
gómez,castañeda,valeria,C.N. Huelva,00:00:49.480000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
quintero,otero,almudena,C.N. Portuense,00:00:57.420000,fem,50,espalda,alevin,2023-04-01,12:41:00,False
